SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome
1,0.006644518,41,0,187.0,4,2,0,1,40.5
1,0.915471175,61,0,0.533772082,8,0,1,0,2886.0
1,0.065927612,66,0,0.22155568899999997,4,0,1,0,5000.0
1,0.071810643,54,0,0.106902519,10,0,0,0,5200.0
1,0.02811245,56,0,0.024779503999999997,4,0,0,0,16666.0
1,0.020453616,48,0,0.471968709,13,0,2,0,2300.0
1,0.06945164200000001,42,0,0.422579859,17,0,1,0,4100.0
1,0.046162323,64,0,0.347101536,10,0,1,0,8400.0
1,0.02359882,51,0,0.001999714,1,0,0,0,7000.0
1,0.257037513,43,0,0.48459885399999997,16,0,2,0,5583.0
1,0.045529837999999996,79,0,0.285317534,15,0,1,0,5400.0
1,0.026946302000000002,45,0,0.21565267100000002,10,0,1,0,3500.0
1,0.07087744,58,0,0.275158248,18,0,1,0,7740.0
1,0.061364620999999994,67,0,0.006951466,1,0,0,0,7911.0
1,0.66460713,29,0,0.231692077,5,0,0,0,4000.0
1,0.047057093,37,0,0.580847384,9,0,1,0,4625.0
1,0.21358759800000002,56,0,0.45437348,9,0,2,0,11100.0
1,0.117848911,65,0,0.15855573,8,0,0,0,1273.0
1,0.10715713699999999,62,0,0.365725311,5,0,2,0,5700.0
1,0.083806847,59,0,0.046651116,4,0,0,0,3000.0
1,0.138956771,48,0,1.028666667,8,0,1,0,1499.0
1,0.000612883,47,0,0.254574543,5,0,2,0,10000.0
1,0.0,24,0,0.0,4,0,0,0,1.0
1,0.08099055299999999,47,0,0.662674651,9,0,0,0,500.0
1,0.025356232000000003,49,0,0.153206651,11,0,1,0,5893.0
1,0.494250575,30,0,0.808886184,4,0,1,0,3285.0
1,0.019632679,59,0,0.00339932,7,0,0,0,5000.0
1,0.6309482120000001,38,0,0.49411241899999997,7,0,1,0,4500.0
1,0.390489311,38,3,0.41424826,12,0,1,0,11060.0
1,0.076911693,58,0,0.243525004,8,0,3,0,18416.0
1,0.508213685,50,0,0.189047944,11,0,0,0,4400.0
1,0.7530047879999999,47,1,0.645268234,12,0,1,0,3317.0
1,0.000350871,83,0,0.0,6,0,0,0,540.0
1,0.246097528,61,0,0.37921215,9,0,1,0,8427.0
1,0.847531402,64,0,0.411977342,27,0,2,0,26833.0
1,0.23815047399999997,62,0,1033.0,12,0,1,0,0.4
1,0.49370662299999996,39,0,0.17594972899999997,7,0,0,0,3500.0
1,0.439381952,53,0,0.809485745,16,0,1,0,3752.0
1,0.014153906,30,0,0.570195366,11,0,1,0,2200.0
1,0.322110775,54,0,0.210480728,13,0,1,0,6926.0
1,0.911701416,71,0,1.00184604,13,0,3,0,5416.0
1,0.0,71,0,0.747846065,8,0,1,0,1740.0
1,0.044086901,95,0,695.0,3,0,1,0,0.2
1,0.157222316,63,1,0.348132902,12,0,1,0,3400.0
1,0.741690498,54,0,0.552005517,12,0,2,0,8700.0
1,0.06236425,35,0,0.34491794200000003,6,0,1,0,7250.0
1,0.7230259459999999,29,0,1.202331391,6,0,0,0,1200.0
1,0.9999998999999999,31,0,0.18656302100000002,4,0,0,0,1800.0
1,0.007332844,42,0,2349.0,11,0,2,0,0.1
0,0.41899091200000005,62,0,1.612903226,18,1,0,0,2200.0
1,0.021301088,86,0,0.005962685,9,0,0,0,10397.0
0,0.985122134,39,0,0.621563073,10,0,1,0,6000.0
1,0.417525514,51,0,0.121454915,4,0,0,0,7862.0
1,0.9999998999999999,59,0,0.41023622,4,0,0,0,2539.0
1,1.01035591,48,0,0.36210631600000004,9,0,2,0,6000.0
1,0.0,67,0,0.223864015,11,0,1,0,9000.0
1,0.073314602,49,0,0.338721241,9,0,1,0,15342.0
1,0.648009915,37,0,0.44119251,12,0,2,0,5500.0
1,0.629520582,50,0,0.610831134,12,0,2,0,12500.0
1,0.014866336,57,0,0.696121551,7,0,1,0,2500.0
1,0.06764775,48,0,0.216597925,8,0,2,0,8000.0
1,0.00087895,78,0,409.0,12,0,1,0,0.2
0,3.8622754489999997,54,0,0.026216396,0,2,0,2,4500.0
1,0.002914119,39,0,0.113656828,12,0,0,0,9994.0
1,0.9846030790000001,31,0,0.516056934,9,0,2,0,8500.0
1,0.8063872259999999,32,0,0.063688213,3,0,0,0,4207.0
1,0.18925129300000001,51,0,3062.0,5,0,1,0,0.1
1,0.43320985,44,0,1114.0,7,0,0,0,0.3
1,1.0,39,0,0.9311651409999999,3,0,2,0,3166.0
1,0.079600845,60,0,2169.0,7,0,1,0,0.0
1,0.339164484,39,0,0.672081602,11,0,1,0,2646.0
1,0.417621875,50,0,0.688556567,16,0,2,0,4613.0
1,0.39080459799999995,71,0,0.090489381,9,0,0,0,1082.0
1,0.032850033,37,0,0.072629761,8,0,0,0,11000.0
1,0.35939610899999996,37,0,0.211557688,13,0,0,0,5000.0
1,0.028542731000000002,56,0,0.459913224,12,0,2,0,5300.0
1,0.083969029,65,0,0.021447721,4,0,0,0,4102.0
1,0.001268262,77,0,0.216018216,9,0,2,0,10100.0
1,0.091366208,49,0,0.39072276200000006,9,0,2,0,4634.0
1,0.809273841,60,0,0.39734386200000005,5,0,1,0,5571.0
1,0.096852886,45,1,0.36668225,5,0,1,0,6416.0
1,0.006301649,73,0,0.572868072,6,0,1,0,5358.0
1,0.273955372,53,0,1.108803165,19,0,1,0,1010.0
1,0.054743094000000006,42,2,0.21293089199999998,19,0,1,1,6062.0
0,0.316952886,44,4,0.44523439200000003,14,0,1,0,4500.0
1,0.7632252559999999,67,1,0.678526475,11,0,3,0,11916.0
1,0.844184345,28,0,0.264578474,3,0,0,0,3000.0
1,0.798345492,57,0,7504.0,20,0,2,0,0.0
1,0.589589399,43,0,0.142385831,10,0,0,0,5758.0
1,0.9748907490000001,32,1,282.5,4,0,0,0,1.0
1,0.015883536,34,0,0.443720648,9,0,1,0,6600.0
1,0.022455127999999998,34,0,0.49470106,6,0,1,0,5000.0
1,0.004678756,74,0,29.0,3,0,0,0,1800.0
1,0.538922156,33,0,0.089734211,3,0,0,0,4100.0
1,0.029399347000000003,71,0,0.24812030100000002,9,0,1,0,6250.0
1,1.006451405,57,0,0.34736332799999997,6,0,1,0,6200.0
1,0.157246414,55,0,0.235212773,7,0,1,0,15908.0
1,0.9999998999999999,45,1,2370.0,7,0,1,0,0.0
1,0.264043399,34,1,318.0,3,0,0,0,0.0
1,0.021407428,45,0,0.173422482,14,0,1,0,4785.0
1,0.0,75,0,3.0,8,0,0,0,227.2
0,0.96850178,46,3,0.04287084,8,1,0,1,7300.0
1,0.167865204,41,0,0.42203349799999995,14,0,11,0,25433.0
1,0.003620496,54,0,0.9824814009999999,18,0,2,0,4166.0
1,0.0,69,0,21.0,7,0,0,0,0.0
1,0.065953698,32,0,0.308569143,7,0,2,0,10000.0
1,0.670047136,59,0,0.188911023,4,0,0,0,3011.0
1,0.07180426599999999,55,0,1.003172772,23,0,5,0,10400.0
1,0.004037924,77,0,0.015595283,13,0,0,0,2628.0
1,0.9999998999999999,29,0,0.06706008599999999,1,0,0,0,3727.0
0,1.015196961,47,2,0.522581896,6,0,1,0,5158.0
1,0.009386166,90,0,0.542600897,6,0,1,0,1783.0
1,0.26093719600000004,42,0,0.31771631300000003,10,0,3,0,12400.0
1,0.097418489,73,0,2589.0,11,0,1,0,0.0
1,0.892249159,34,0,0.363729859,10,0,0,0,5833.0
1,0.7386992809999999,61,4,0.457327693,12,0,1,2,4018.0
1,0.540110227,76,1,0.604207246,10,0,0,0,2566.0
1,0.06972914200000001,50,0,0.660807093,9,0,2,0,6541.0
1,0.076642216,49,0,0.09181794300000001,5,0,0,0,3800.0
1,0.065348923,68,0,0.024223703,8,0,0,0,6150.0
1,0.666611116,61,0,3481.0,5,0,2,0,0.3
1,0.024665022,52,0,0.000967773,3,0,0,0,10332.0
1,0.9999998999999999,42,0,0.893328308,5,0,2,0,5305.0
1,0.00580175,60,0,1.184845962,8,0,2,0,1200.0
1,0.109375805,50,0,0.092482215,5,0,0,0,5200.0
1,0.586109599,49,0,0.11123262,4,0,0,0,6400.0
1,0.09350823300000001,44,0,0.21069110300000002,6,0,2,0,13094.0
1,0.025387962000000003,24,0,10.0,3,0,0,0,0.3
1,0.55553034,42,0,0.129103327,5,0,0,0,4538.0
1,0.025452727,45,1,0.234101272,10,0,2,0,8333.0
1,0.013249338000000001,49,0,2051.0,4,0,2,0,0.6
1,0.023550382999999998,64,0,0.10988050099999999,10,0,1,0,10292.0
1,0.22178521399999998,67,0,701.0,6,0,1,0,0.1
1,0.010363367,77,0,12.0,3,0,0,0,0.0
1,0.733883023,57,0,0.42427752399999996,13,0,2,0,17266.0
1,0.001044745,65,0,1.0,10,0,0,0,1726.2
1,0.002559918,58,0,0.16876934100000002,8,0,1,0,4200.0
0,0.9999998999999999,46,1,14.0,0,2,0,2,4510.1
1,0.08937335699999999,76,0,0.577689243,5,0,0,0,250.0
1,0.45127436299999996,46,0,0.003506038,1,0,0,0,7700.0
1,0.598160736,27,0,0.305446378,7,0,0,0,1780.0
1,0.675362155,37,0,0.258064516,5,0,1,0,8059.0
1,0.291748012,46,0,1290.0,4,0,1,0,0.5
1,0.011729096000000001,53,0,20.0,3,0,0,0,0.1
1,0.0710836,55,0,0.140143309,5,0,2,0,6000.0
1,0.22815233199999999,35,0,0.275586257,7,0,1,0,5500.0
1,0.015054271999999999,50,0,1822.0,9,0,2,0,0.2
1,0.146058892,45,0,63.0,6,0,0,0,0.6
1,0.0,47,0,0.14597597199999998,6,0,3,0,7740.0
1,0.00997094,74,0,0.306134969,15,0,1,0,6519.0
0,0.145238485,85,1,0.17219950899999997,20,0,2,0,6114.0
1,0.9999998999999999,63,1,0.00759631,1,1,0,0,1842.0
0,1.6112956809999999,28,1,468.0,3,1,0,0,0.3
1,0.0,60,0,0.213479917,7,0,1,0,13916.0
1,0.0012856880000000001,54,0,0.07175426,8,0,0,0,8333.0
1,0.0,49,0,0.38104216700000004,8,0,1,0,5833.0
1,0.104967879,58,0,0.17819268100000002,9,0,0,0,6694.0
1,0.256749873,55,0,0.160041225,7,0,1,0,13583.0
1,0.34766523299999996,46,0,0.041583367,1,0,0,0,2500.0
1,0.011272386,72,0,0.100151235,4,0,0,0,5950.0
1,0.19280719300000002,29,0,5.0,1,0,0,0,440.4
1,0.00185005,44,0,3251.0,11,0,1,0,0.0
1,0.052283065999999996,33,0,0.30788502100000004,11,0,1,0,7583.0
1,0.09670989199999999,58,0,0.39800326399999997,11,0,3,0,10416.0
1,0.126056383,53,0,59.0,3,0,0,0,0.5
1,0.7348843409999999,41,1,1.1905075809999999,7,0,1,0,1516.0
1,0.10714338699999999,51,0,3463.0,9,0,2,0,0.0
1,0.031777242000000004,48,0,0.021328594,19,0,0,0,4500.0
1,0.022757247999999997,65,0,893.0,8,0,2,0,0.2
1,0.236051278,54,2,0.22635929300000002,13,0,3,0,13186.0
1,0.010131679000000001,62,0,136.0,5,0,0,0,0.0
1,0.9999998999999999,30,0,68.0,0,1,0,0,0.2
1,0.054299924000000006,57,0,0.18502860000000002,11,0,2,0,16083.0
1,0.017874553,71,0,0.078793697,10,0,1,0,12500.0
1,0.099889012,47,0,0.056471764,3,0,0,0,2000.0
1,0.236934208,31,0,0.108134505,8,0,0,0,7166.0
1,0.038599357,82,0,0.018201285,5,0,0,0,3735.0
0,0.9999998999999999,59,0,384.0,3,1,0,0,0.2
1,0.20969711100000002,31,1,3162.0,5,0,1,0,0.4
1,0.028848558,52,0,0.053367217,8,0,0,0,5508.0
1,0.046871875,57,0,2352.0,9,0,1,0,0.0
0,0.025892468999999998,38,0,74.5,13,0,0,0,1.0
1,0.033229759,68,2,2841.0,21,0,1,0,0.0
1,0.44176963700000005,60,1,2851.0,8,0,2,0,0.4
1,0.7738452309999999,58,0,0.095431536,11,0,1,0,16000.0
1,0.39263758200000004,49,0,0.325794956,14,0,1,0,7295.0
0,0.889196676,35,0,0.050824863,2,1,0,0,6000.0
0,0.050542925999999995,71,1,0.18494220600000003,7,0,0,0,3200.0
1,0.015314531000000001,71,0,0.060470431,15,0,1,0,10500.0
1,0.026152464,40,0,0.494635799,11,0,1,0,3541.0
1,0.058139717,52,0,0.161537865,6,0,1,0,12900.0
1,0.0,58,0,0.129441624,11,0,1,0,4333.0
1,0.070991126,25,0,537.0,7,0,0,0,0.2
0,0.6713074290000001,69,6,0.212590952,11,2,0,0,3160.0
1,0.9999998999999999,25,0,0.07549121,2,0,0,0,2900.0
0,0.9760239759999999,31,1,0.036039768,2,1,0,0,7241.0
1,0.03502676,50,0,0.124784854,16,0,0,0,4647.0
0,0.9999998999999999,26,2,0.643236489,5,0,1,0,3200.0
1,0.022785951000000002,59,0,0.21610517699999998,5,0,1,0,6084.0
1,0.029972752000000002,22,1,0.11430356,2,0,0,0,1600.0
1,0.011629341999999999,64,0,0.20030397600000002,10,0,1,0,12500.0
1,0.064096818,76,0,0.065555958,17,0,1,0,5521.0
1,0.03237406,57,2,0.324548736,11,0,1,0,2769.0
1,0.030577097999999997,57,0,0.409615385,4,0,1,0,5199.0
1,0.24773567100000002,49,0,0.370226357,8,0,2,0,7200.0
1,0.045735259,69,0,62.0,3,0,0,0,0.4
1,0.18304150100000002,52,0,0.310742878,9,0,1,0,5370.0
1,0.11838816099999999,33,0,0.5256948610000001,5,0,1,0,5000.0
1,0.288493001,31,0,0.07270524099999999,3,0,0,0,3300.0
1,0.192116323,56,1,1005.0,9,0,1,0,1.0
1,0.069544812,48,0,0.670332417,7,0,1,0,4000.0
1,0.015696171999999998,59,0,0.008996401,9,0,0,0,5001.0
1,0.9999998999999999,63,0,0.0,4,0,0,0,4382.9
1,0.0,41,0,0.989526303,8,0,2,0,4200.0
1,0.639272146,45,0,0.622075585,3,0,1,0,5000.0
1,0.01089891,75,0,573.0,3,0,1,0,0.3
0,0.62700946,46,4,4.606908393,17,0,5,0,9900.0
1,0.002429741,52,0,0.106927076,6,0,1,0,14233.0
0,0.6863543790000001,27,0,805.0,2,0,0,0,0.4
1,0.18903900199999998,69,0,0.37605942299999995,18,0,1,0,10500.0
1,0.004303275,63,0,0.868087941,18,0,2,0,1500.0
1,0.10897072099999999,55,0,0.102654707,6,0,0,0,11036.0
1,0.716283716,46,0,0.389372947,9,0,2,0,7000.0
1,0.390430151,54,0,560.0,4,0,0,0,0.2
1,0.032814987000000004,43,0,1428.0,6,0,1,0,0.0
1,0.15733899,47,0,0.09327607,5,0,0,0,7450.0
1,0.002779839,61,0,0.241333333,17,0,2,0,6749.0
1,0.54630006,73,0,0.687444869,8,0,0,0,3400.0
1,0.046651649,57,0,12.27860697,9,0,2,0,200.0
1,0.147937798,52,0,0.138396046,9,0,2,0,35000.0
1,0.12931967800000002,44,0,0.30786644,12,0,2,0,5300.0
1,0.260436978,52,0,0.461076968,4,0,1,0,6833.0
1,0.2218542,47,0,0.28367163300000003,8,0,1,0,10000.0
1,0.0,61,0,10.0,4,0,0,0,1.0
1,0.063409251,54,0,0.024379626,4,0,0,0,2296.0
1,0.489351325,41,0,1400.0,13,0,0,0,0.0
1,0.221838908,50,0,0.34389427,5,0,1,0,11046.0
1,0.489552283,68,0,1465.0,14,0,2,0,1.0
1,0.417553954,62,0,0.46605544600000004,11,0,1,0,4580.0
1,0.535154948,60,3,0.101887053,9,3,0,1,14466.0
1,0.11222994800000001,50,1,0.363003635,8,0,1,0,12930.0
1,0.035037062,69,0,0.009054216,4,0,0,0,9166.0
1,0.39242722,69,0,0.113362039,30,0,0,0,14166.0
1,0.021679497000000002,70,0,0.142276423,8,0,2,0,8855.0
1,0.402431331,52,0,0.237527021,18,0,2,0,11564.0
1,0.079925048,65,1,0.291198617,9,0,1,0,8100.0
1,0.097645463,49,0,0.269040277,11,0,2,0,10700.0
1,0.017048365,44,0,0.029495083999999998,4,0,0,0,6000.0
1,0.9999998999999999,47,0,0.285250228,9,0,1,0,9850.0
1,0.260205795,41,1,0.36834830700000004,8,0,1,0,4340.0
1,0.840262582,46,1,0.242956006,14,0,1,0,8091.0
1,0.016073116999999998,70,0,0.261664858,16,0,1,0,6450.0
1,0.076896155,62,0,1529.0,6,0,1,0,0.0
1,0.133721657,75,0,0.031752332,4,0,0,0,5038.0
1,0.060104433,45,5,836.0,15,0,1,0,0.6
1,0.115879093,53,0,1052.0,9,0,0,0,0.0
1,0.053996824000000006,70,0,27.0,6,0,0,0,0.3
1,0.363323028,43,0,3497.0,12,0,1,0,0.0
1,1.223877671,40,0,0.294918886,7,0,2,0,6533.0
1,0.005856725,68,0,1586.0,5,0,1,0,0.1
1,0.01392272,68,0,0.269682579,7,0,1,0,4000.0
1,0.032603135,57,0,0.133762789,12,0,1,0,7916.0
1,0.322258079,77,1,0.07237769299999999,8,0,2,0,9933.0
1,0.995668111,66,0,0.40212891799999995,3,0,0,0,1690.0
1,0.02859714,33,1,0.369931379,6,0,1,0,4808.0
1,0.18328867699999998,65,1,1803.0,18,0,0,0,0.1
1,0.147790433,39,0,0.37187550399999997,6,0,2,0,6200.0
1,0.231212442,54,1,0.623580227,17,0,2,0,6250.0
1,0.5065545770000001,52,1,0.29280086,8,0,1,0,11167.0
1,0.0,31,0,0.34892638,11,0,0,0,2607.0
0,0.740518962,66,0,0.001195522,1,0,0,1,9200.0
1,0.612196259,37,0,0.577316657,6,0,1,0,3517.0
1,0.0,71,0,55.0,4,0,1,0,648.6
1,0.0072208490000000005,32,0,1.029180328,14,0,2,0,3049.0
1,0.008138904,28,0,0.887323944,7,0,1,0,1916.0
1,0.741410344,61,0,0.578760275,9,0,2,0,4500.0
1,0.0,45,0,313.0,1,0,0,1,0.4
1,0.087824351,38,0,0.488587059,5,0,2,0,5300.0
1,0.9652485590000001,40,0,0.457842113,11,0,1,0,6700.0
1,0.047387606,67,0,0.208029197,9,0,1,0,4383.0
1,0.00978175,74,0,0.00177841,5,0,0,0,5622.0
1,0.600028231,72,0,0.41501689999999997,7,0,2,0,4141.0
1,0.050715485,53,0,0.120989918,10,0,1,0,12000.0
1,0.24625775,61,0,479.0,8,0,0,0,0.0
1,0.223793114,34,0,0.22157996100000002,5,0,1,0,4670.0
1,0.0055403909999999995,61,0,0.825079509,12,0,1,0,2200.0
0,6190.0,27,0,0.47853239700000005,6,0,0,1,1280.0
1,0.432590675,43,0,0.268229616,8,0,1,0,5800.0
1,0.057060942,51,0,970.0,7,0,1,0,0.2
1,0.027762241,48,0,0.25012149699999997,7,0,1,0,6172.0
1,0.226787068,56,0,0.352190014,13,0,1,0,7830.0
1,0.058878127999999995,47,0,0.563138448,28,0,2,0,4600.0
1,0.0046294579999999995,60,0,0.201622818,5,0,1,0,4066.0
1,0.505557103,50,2,0.718066543,23,0,7,0,17191.0
1,0.08738121300000001,39,0,0.264973503,10,0,2,0,10000.0
1,0.0,66,0,0.7221773109999999,5,0,3,0,3710.0
1,0.028646731,48,0,0.800318218,10,0,1,0,3770.0
1,0.41130333399999996,37,0,0.341967404,12,0,0,0,3435.0
1,0.006522653000000001,81,0,0.012753502,11,0,0,0,4782.0
1,0.9999998999999999,52,0,0.004581424000000001,0,1,0,0,2400.0
1,0.31754176300000003,36,0,0.650427668,15,0,2,0,8066.0
1,0.9293757979999999,48,0,0.28879061699999997,13,0,0,0,5200.0
1,0.037954059,49,0,0.210232285,8,0,0,0,3400.0
1,0.045954046,32,0,0.002493766,1,0,0,0,400.0
0,0.770287141,32,2,0.0052925609999999994,4,0,0,1,3400.0
0,0.9999998999999999,79,0,0.33230498,3,0,0,0,2268.0
0,0.9999998999999999,30,0,0.009791922,0,3,0,0,2450.0
1,0.0,53,0,1832.0,6,0,2,0,0.3
1,0.34206257,68,0,4088.0,12,0,2,0,0.0
1,0.021041328999999998,89,0,0.004978935,4,0,0,0,7832.0
1,0.5249890629999999,81,0,0.283697953,9,0,0,0,4250.0
1,0.26348589,49,1,8.305674587999999,14,0,0,0,7700.0
1,0.274624414,44,0,0.095718315,6,0,0,0,11700.0
0,0.9999998999999999,64,0,0.0,0,0,0,0,16000.0
1,0.952210325,44,0,0.203567141,6,0,0,0,5830.0
1,0.046708171,66,0,0.36973833899999997,3,0,1,0,2636.0
1,0.086659445,66,0,1.442778611,9,1,2,1,2000.0
1,1.159885796,47,0,0.075974675,2,0,0,1,3000.0
1,0.05810830000000001,63,0,0.409190231,20,0,3,0,15559.0
1,0.21676991199999998,35,0,0.33706629299999996,15,0,2,0,10000.0
1,0.9172477309999999,43,0,0.032851927999999996,3,0,0,0,6300.0
1,0.9999998999999999,76,0,0.763957307,4,0,2,0,2435.0
1,0.000390225,83,0,0.0,5,0,0,0,2024.0
1,0.340196624,60,0,0.471961245,16,0,1,0,6811.0
1,0.022238524,56,0,0.052685597,2,0,0,0,5845.0
1,0.0,39,0,0.155888785,6,0,0,0,3200.0
1,0.001119386,64,0,0.255654014,14,0,2,0,7560.0
1,0.20134649,64,0,1636.0,6,0,1,0,0.0
1,0.045869448,53,0,0.12659367,19,0,1,0,20000.0
0,0.33312196899999996,57,0,0.6412314170000001,9,0,1,0,7600.0
1,0.042477494000000005,62,0,0.319951522,20,0,1,0,6600.0
1,0.024399187000000003,44,0,0.309554447,5,0,1,0,12433.0
1,0.01086862,43,0,1062.0,2,0,1,0,0.2
1,0.075152215,42,0,0.076713325,4,0,1,0,5500.0
1,0.614125474,38,0,0.437187604,6,0,0,0,3000.0
1,0.205149768,50,0,0.32827862,7,0,2,0,6000.0
1,0.873473918,32,0,23.0,1,0,0,0,71.7
0,1.055973636,69,2,0.173860034,12,1,0,0,4100.0
1,0.076805727,67,0,0.284417782,13,0,1,0,6500.0
1,0.034283265,63,0,107.0,4,0,0,0,0.1
1,0.140571619,48,1,0.256227123,7,0,2,0,11200.0
1,0.9999998999999999,26,0,0.36940686799999994,5,0,0,0,960.0
1,0.35542528100000004,49,0,0.08623922,11,0,0,0,5333.0
1,0.0,27,0,0.633373934,2,0,0,0,820.0
1,0.9999998999999999,23,0,152.0,2,0,0,0,0.0
1,0.001548085,63,0,0.336533136,9,0,2,0,5416.0
1,0.074898301,64,0,2176.0,18,0,2,0,0.2
1,0.021755567000000003,85,0,0.007792208,15,0,0,0,3464.0
1,0.046085204000000005,37,0,0.474134183,10,0,1,0,6900.0
1,0.009593072,58,0,53.0,6,0,0,0,0.4
1,0.9999998999999999,32,0,0.031945789,1,2,0,1,2065.0
1,0.010749013,33,0,0.167350768,10,0,1,0,8526.0
1,0.011346783999999999,58,0,0.21402858100000002,8,0,1,0,9166.0
1,0.206784364,58,1,0.49378882,14,0,2,0,6117.0
1,0.346783403,32,0,0.408461112,14,0,0,0,5412.0
1,0.657941248,62,0,0.40988251,13,0,2,0,12000.0
1,0.309672452,56,0,0.611262799,11,0,2,0,5859.0
1,0.018645962,72,0,9.0,1,0,0,0,120.1
1,0.0,70,0,0.103965345,8,0,0,0,3000.0
1,0.020612238999999997,69,0,0.0069428369999999994,3,0,0,0,4320.0
1,0.31590736399999997,52,0,0.231574053,4,0,0,0,4300.0
1,0.022493705,68,0,0.175724173,14,0,1,0,7801.0
1,0.0,38,0,0.018882509,7,0,0,0,9055.0
1,0.02299635,36,0,2860.0,11,0,1,0,0.0
1,0.823188742,47,0,0.47542076299999997,6,0,1,0,6000.0
1,0.023295434,63,0,0.133880757,13,0,0,0,2800.0
1,0.003949803,43,0,0.57775541,6,0,3,0,5960.0
1,0.14133769699999998,51,0,2453.0,10,0,3,0,0.5
1,0.535832248,46,0,0.372151154,13,0,2,0,6800.0
1,1.022919551,58,0,7011.0,10,0,1,0,0.0
1,0.9630826029999999,58,0,0.366503221,7,0,1,0,10400.0
1,0.337315054,62,0,0.293141983,8,0,2,0,8500.0
1,0.9999998999999999,56,0,1059.0,3,0,1,0,0.3
1,0.057190917,44,0,0.343754401,6,1,1,0,7100.0
1,0.6962112779999999,67,0,0.698851001,10,0,2,0,5395.0
1,0.054469067999999995,41,0,0.28837693,10,0,1,0,12500.0
1,0.893607055,36,0,1.036932486,11,0,1,0,4250.0
1,0.0,32,0,0.226733292,9,0,0,0,1600.0
1,0.006686344,39,0,0.503748126,4,0,1,0,2000.0
1,0.0,64,0,0.682339348,8,0,5,0,11250.0
1,0.8083879140000001,43,2,2778.0,5,0,1,0,0.0
1,0.20335186600000002,41,1,0.8681748359999999,7,0,2,0,7160.0
1,0.5646827839999999,54,0,3537.0,10,0,1,0,0.0
1,0.9999998999999999,64,0,0.393746592,5,0,1,0,5500.0
1,0.010186863,67,0,5.0,6,0,0,0,978.2
1,0.069469753,65,0,0.166164101,9,0,2,0,6300.0
1,1.332123412,54,3,469.0,3,1,0,0,0.2
1,0.03102405,41,0,0.28236887899999996,9,0,0,0,5166.0
1,0.09625091300000001,39,0,0.531522998,6,0,2,0,9500.0
1,0.0043898999999999995,73,0,1636.0,4,0,1,0,0.1
1,0.002156816,42,0,0.151596603,12,0,1,0,9300.0
0,0.8768115940000001,35,2,1241.0,4,0,0,2,0.3
1,0.42610295600000003,37,0,2784.0,2,0,1,0,0.0
1,0.021714467,64,0,24.0,5,0,0,0,0.0
1,0.0,44,0,0.39414306299999996,16,0,2,0,6248.0
1,0.014166605,53,0,0.216936572,19,0,1,0,2963.0
1,0.178059722,61,0,0.10065425300000001,7,0,0,0,3973.0
1,0.000826412,36,1,0.07571116,10,0,0,0,6854.0
0,0.43944092700000004,57,0,0.797506739,15,0,2,0,5935.0
1,0.9999998999999999,27,1,0.0,0,0,0,0,2000.0
1,0.44557513,41,1,2339.0,10,0,1,0,0.1
1,0.018241412,55,0,98.0,14,0,0,0,0.3
1,0.030327811,70,0,1934.0,11,0,2,0,0.4
1,0.032966889,48,0,0.537307906,10,0,2,0,5400.0
1,0.185198688,49,0,0.017914483999999998,2,0,0,0,5916.0
1,0.126019431,54,0,0.32644547,6,0,3,0,20373.0
1,0.043795126,34,0,1046.0,4,0,1,0,0.1
1,0.383512423,34,2,0.73046875,12,0,2,0,3583.0
1,0.085702043,26,0,0.24474717199999999,6,0,0,0,4330.0
1,0.392191865,46,0,0.214915892,9,0,1,0,8500.0
1,0.025159056000000003,40,0,0.17841607899999998,6,0,1,0,13333.0
1,0.99342951,37,0,0.284816096,3,0,1,0,6361.0
1,0.115729476,47,0,0.16970735899999997,4,0,2,0,8166.0
1,0.7555726359999999,27,0,0.11270207900000001,3,0,0,0,2164.0
0,0.9999998999999999,23,0,0.0,0,0,0,0,2870.0
1,0.130084703,59,0,270.0,8,0,0,0,0.3
1,0.0,76,0,847.0,7,0,0,0,0.4
1,0.021517446000000003,42,0,0.004799616,6,0,0,0,8333.0
1,0.07580079299999999,38,1,3481.0,6,0,1,0,0.0
1,0.92054726,47,0,0.677046549,8,0,1,0,6229.0
1,0.123256311,57,0,0.497370565,8,0,2,0,13500.0
1,0.6964116709999999,52,0,0.408871921,11,0,1,0,11000.0
1,0.9999998999999999,70,0,0.19309799800000002,5,0,0,0,7591.0
1,0.23995099,35,2,0.07545696,9,0,0,0,6400.0
0,0.9999998999999999,44,0,5358.0,7,0,2,0,0.1
1,0.0,28,0,0.18545994100000002,2,0,0,0,2021.0
1,0.558410262,45,0,0.116188381,4,0,1,0,10000.0
1,0.09930401900000001,43,0,2285.0,6,0,1,0,0.1
1,0.0,61,0,0.420152591,4,0,2,0,3800.0
1,0.166922758,66,0,0.482984042,8,0,1,0,5200.0
1,0.169487695,66,2,0.257065467,12,0,3,1,19566.0
1,0.13183472699999998,67,0,1.883246701,5,0,3,0,2500.0
1,0.007166069000000001,52,0,0.156347826,3,0,1,0,5749.0
1,0.273551889,34,0,0.295988435,13,0,2,0,8300.0
